web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards
"1618238596-3489","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Atlas Shrugged","https://www.goodreads.com/book/show/662.Atlas_Shrugged","Atlas Shrugged","Ayn Rand","17,825
    reviews","361,689
  ratings","3.69","1168 pages","Published
        August 1st 1999
         by Plume

            
              (first published 1957)","null","Science Fiction","null","Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)"
"1618238695-3855","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Delirium (Delirium, #1)","https://www.goodreads.com/book/show/11614718-delirium","Delirium","Lauren Oliver","26,701
    reviews","430,741
  ratings","3.96","441 pages","Published
        February 7th 2012
         by HarperCollins

            
              (first published February 3rd 2011)","Other books in the series","Science Fiction","Portland, Maine

(United States)","Buxtehuder Bulle (2011), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011), Missouri Gateway Readers Award Nominee (2014)"
"1618238545-3303","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Martian Chronicles","https://www.goodreads.com/book/show/76778.The_Martian_Chronicles","The Martian Chronicles","Ray Bradbury","8,315
    reviews","219,349
  ratings","4.15","182 pages","Published
        June 1st 1984
         by Bantam/Spectra

            
              (first published 1950)","null","Space","null","Analog Award Nominee for All-Time Best Book (1952)"
"1618238617-3564","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Gone (Gone, #1)","https://www.goodreads.com/book/show/2536134.Gone","Gone","Michael  Grant","10,983
    reviews","185,183
  ratings","3.86","560 pages","Published
        June 24th 2008
         by Katherine Tegen Books","Other books in the series","Young Adult","Perdido Beach, California

(United States)","Missouri Truman Readers Award Nominee (2011)"
"1618238703-3887","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Maze Runner (The Maze Runner, #1)","https://www.goodreads.com/book/show/6186357-the-maze-runner","The Maze Runner","James Dashner","56,889
    reviews","1,135,857
  ratings","4.03","384 pages","Published
        October 6th 2009
         by Delacorte Press","Other books in the series","Fiction","null","Georgia Peach Book Award (2011), Utah Book Award Nominee for Young Adults (2009), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009), Charlotte Award (2012), Pennsylvania Young Readers' Choice Award Nominee (2011)
                      ...more
                          Evergreen Teen Book Award (2012), Milwaukee County Teen Book Award Nominee (2011), Lincoln Award (2012), Missouri Truman Readers Award (2012)
...less"
"1618238711-3919","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Lord of the Flies","https://www.goodreads.com/book/show/7624.Lord_of_the_Flies","Lord of the Flies","William Golding","39,791
    reviews","2,361,093
  ratings","3.69","182 pages","Published
        October 1st 1999
         by Penguin Books 

            
              (first published September 17th 1954)","null","Science Fiction","All Editions

 | 

Add a New Edition


 | 

Combine","null"
"1618238721-3962","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Brave New World","https://www.goodreads.com/book/show/5129.Brave_New_World","Brave New World","Aldous Huxley","32,941
    reviews","1,508,925
  ratings","3.99","268 pages","Published
        September 1st 1998
         by HarperPerennial / Perennial Classics

            
              (first published 1932)","null","Philosophy","null","null"
"1618238609-3541","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The 5th Wave (The 5th Wave, #1)","https://www.goodreads.com/book/show/16101128-the-5th-wave","The 5th Wave","Rick Yancey","30,148
    reviews","406,964
  ratings","4.03","457 pages","Published
        May 7th 2013
         by G.P. Putnam's Sons Books for Young Readers","Other books in the series","Romance","Ohio

(United States)","Georgia Peach Book Award Nominee for Honor book (2014), South Carolina Book Award for Young Adult (2016), Keystone to Reading Book Award Nominee for High School (2015), Evergreen Teen Book Award (2016), Milwaukee County Teen Book Award Nominee (2014)
                      ...more
                          The Inky Awards Nominee for Silver Inky (2013), Lincoln Award Nominee (2015), Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2013), Carnegie Medal Nominee (2014), Green Mountain Book Award Nominee (2015), Louisiana Teen Readers' Choice (2016), Missouri Gateway Readers Award (2016), Oklahoma Sequoyah Award for High School (2016), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)
...less"
"1618238651-3703","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","I Am Legend and Other Stories","https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories","I Am Legend and Other Stories","Richard Matheson","5,044
    reviews","121,594
  ratings","4.00","317 pages","Published
        September 15th 1997
         by Orb Books

            
              (first published 1954)","null","Horror","null","null"
"1618238517-3185","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cell","https://www.goodreads.com/book/show/10567.Cell","Cell","Stephen King","6,225
    reviews","199,891
  ratings","3.66","449 pages","Published
        December 2006
         by Pocket Star Books

            
              (first published 2006)","null","Fiction","null","null"
"1618238550-3316","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Alas, Babylon","https://www.goodreads.com/book/show/38169.Alas_Babylon","Alas, Babylon","Pat Frank","3,319
    reviews","40,736
  ratings","4.08","323 pages","Published
        July 5th 2005
         by Harper Perennial Modern Classics

            
              (first published 1959)","null","Apocalyptic","null","Audie Award for Fiction (2012)"
"1618238596-3491","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Atlas Shrugged","https://www.goodreads.com/book/show/662.Atlas_Shrugged","Atlas Shrugged","Ayn Rand","17,825
    reviews","361,689
  ratings","3.69","1168 pages","Published
        August 1st 1999
         by Plume

            
              (first published 1957)","null","Science Fiction","null","Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)"
"1618238548-3306","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Chrysalids","https://www.goodreads.com/book/show/826845.The_Chrysalids","The Chrysalids","John Wyndham","2,282
    reviews","44,901
  ratings","3.93","200 pages","Published
        June 28th 1977
         by Penguin Books

            
              (first published 1955)","null","Classics","null","Złota Sepulka for Książka autora zagranicznego (1985)"
"1618238588-3460","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The House of the Scorpion (Matteo Alacran, #1)","https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion","The House of the Scorpion","Nancy Farmer","6,485
    reviews","85,437
  ratings","4.06","380 pages","Published
        May 2004
         by Atheneum Books for Young Readers

            
              (first published 2002)","Other books in the series","Adventure","null","Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003)
                      ...more
                          South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)
...less"
"1618238666-3752","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The City of Ember (Book of Ember, #1)","https://www.goodreads.com/book/show/307791.The_City_of_Ember","The City of Ember","Jeanne DuPrau","11,440
    reviews","255,528
  ratings","3.86","288 pages","Published
        2003
         by Random House Children's Books","Other books in the series","Apocalyptic","null","California Book Award for Young Adult (Silver) (2003), Maryland Black-Eyed Susan Book Award for Grade 6-9 (2006), Rhode Island Teen Book Award Nominee (2005), Dorothy Canfield Fisher Children's Book Award Nominee (2005), Child Magazine Best Book of the Year
                      ...more
                          Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2004), Charlie May Simon Children's Book Award Nominee (2006), New Mexico Land of Enchantment Award for Young Adult (2007), Judy Lopez Memorial Award for Children's Literature Nominee (2004), Chapman Award for Shared Reading Nominee for Fiction (2004), William Allen White Children's Book Award (2006), Washington State Sasquatch Award (2006), Bluestem Book Award Nominee (2019), Rebecca Caudill Young Readers' Book Award Nominee (2006)
...less"
"1618238591-3471","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Angelfall (Penryn & the End of Days, #1)","https://www.goodreads.com/book/show/15863832-angelfall","Angelfall","Susan Ee","15,933
    reviews","175,344
  ratings","4.12","288 pages","Published
        August 28th 2012
         by Skyscape

            
              (first published May 21st 2011)","Other books in the series","Apocalyptic","San Francisco, California

(United States)","CYBILS Award Nominee for Fantasy & Science Fiction (Young Adult) (2011)"
"1618238555-3334","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Enclave (Razorland, #1)","https://www.goodreads.com/book/show/7137327-enclave","Enclave","Ann Aguirre","5,082
    reviews","68,050
  ratings","3.90","259 pages","Published
        April 12th 2011
         by Feiwel & Friends","Other books in the series","Young Adult","null","RITA Award by Romance Writers of America for Best Young Adult Romance (2012), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"
"1618238530-3237","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Running Man","https://www.goodreads.com/book/show/11607.The_Running_Man","The Running Man","Richard Bachman","3,499
    reviews","107,917
  ratings","3.88","317 pages","Published
        August 1999
         by Signet

            
              (first published May 1st 1982)","null","Science Fiction","null","null"
"1618238499-3120","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Earth Abides","https://www.goodreads.com/book/show/93269.Earth_Abides","Earth Abides","George R. Stewart","2,057
    reviews","26,032
  ratings","3.96","345 pages","Published
        March 28th 2006
         by Del Rey

            
              (first published 1949)","null","Science Fiction Fantasy","null","International Fantasy Award for Fiction (1951)"
"1618238493-3103","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Logan's Run","https://www.goodreads.com/book/show/73654.Logan_s_Run","Logan's Run","William F. Nolan","650
    reviews","10,471
  ratings","3.66","149 pages","Published
        August 1st 1976
         by Bantam Books

            
              (first published 1967)","Other books in the series","Novels","null","null"
"1618238519-3198","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Blood Red Road (Dust Lands, #1)","https://www.goodreads.com/book/show/9917938-blood-red-road","Blood Red Road","Moira Young","5,828
    reviews","61,335
  ratings","3.90","459 pages","Published
        June 7th 2011
         by Margaret K. McElderry Books","Other books in the series","Science Fiction","null","Locus Award Nominee for Best First Novel (2012), Sunburst Award Nominee for Young Adult (2012), Costa Book Award for Children's Book (2011), Teen Buckeye Book Award Nominee (2012), Milwaukee County Teen Book Award Nominee (2012)
                      ...more
                          Amelia Elizabeth Walden Award Nominee (2012), CYBILS Award for Fantasy & Science Fiction (Young Adult) (2011), Carnegie Medal Nominee (2012), Sheila A. Egoff Children’s Literature Prize (2012), FAB Award (2013)
...less"
